,Length,Area,Moment of Inertia,Material,Location,Latitude,Longitude
S35,6.99,0.00538,8.36e-05,Steel,Steinkjer,64.024861,11.4891085
S36,7.43,0.01013061260474472,8.552442645617717e-06,Timber,Steinkjer,64.024861,11.4891085
S37,2.69,0.02871634706171337,6.871904904739782e-05,Timber,Dombås,62.073208,9.121031
S38,5.83,0.00103,1.71e-06,Steel,Steinkjer,64.024861,11.4891085
S39,7.47,0.00239,1.32e-05,Steel,Vinjeøra,63.206995,8.997224
S40,2.78,0.006819593161118973,3.875570906931722e-06,Timber,Namsos,64.4675884,11.501161
S41,4.31,0.01869603926891768,2.912849036207599e-05,Timber,Steinkjer,64.024861,11.4891085
S42,5.38,0.00538,8.36e-05,Steel,Namsos,64.4675884,11.501161
S43,4.57,0.00538,8.36e-05,Steel,Berkåk,62.8238946,9.9934341
S44,7.59,0.00164,5.41e-06,Steel,Vinjeøra,63.206995,8.997224
S45,9.52,0.01080588666327651,9.730598881631422e-06,Timber,Meråker,63.415312,11.747262
S46,4.47,0.007499663296304531,4.687079129828112e-06,Timber,Dombås,62.073208,9.121031
S47,8.76,0.0283131375667112,6.680281323929276e-05,Timber,Dombås,62.073208,9.121031
S48,5.67,0.00103,1.71e-06,Steel,Berkåk,62.8238946,9.9934341
S49,4.75,0.02125422751726855,3.764518227965131e-05,Timber,Meråker,63.415312,11.747262
S50,2.14,0.00538,8.36e-05,Steel,Steinkjer,64.024861,11.4891085
S51,2.89,0.008871413404204005,6.558497982357541e-06,Timber,Steinkjer,64.024861,11.4891085
S52,4.05,0.0268949304585976,6.027810703106674e-05,Timber,Berkåk,62.8238946,9.9934341
S53,4.77,0.02848694254116912,6.762549127865592e-05,Timber,Steinkjer,64.024861,11.4891085
S54,5.05,0.02143529275005008,3.82893146066958e-05,Timber,Meråker,63.415312,11.747262
S55,8.6,0.00334,2.77e-05,Steel,Berkåk,62.8238946,9.9934341
S56,3.87,0.02599208483341204,5.629903949894066e-05,Timber,Vinjeøra,63.206995,8.997224
S57,6.65,0.03212671981475825,8.6010510504665e-05,Timber,Meråker,63.415312,11.747262
S58,2.19,0.02618790978622796,5.715055158096783e-05,Timber,Vinjeøra,63.206995,8.997224
S59,2.91,0.00103,1.71e-06,Steel,Namsos,64.4675884,11.501161
S60,3.32,0.00164,5.41e-06,Steel,Dombås,62.073208,9.121031
S61,1.49,0.00334,2.77e-05,Steel,Namsos,64.4675884,11.501161
S62,5.06,0.02203535557499074,4.046307460968963e-05,Timber,Namsos,64.4675884,11.501161
S63,5.38,0.01610957305599902,2.162652867054747e-05,Timber,Dombås,62.073208,9.121031
S64,5.17,0.00239,1.32e-05,Steel,Meråker,63.415312,11.747262
S65,5.26,0.01638122175497646,2.236203551547617e-05,Timber,Meråker,63.415312,11.747262
S66,3.9,0.00239,1.32e-05,Steel,Vinjeøra,63.206995,8.997224
S67,9.28,0.00164,5.41e-06,Steel,Berkåk,62.8238946,9.9934341
S68,6.58,0.00334,2.77e-05,Steel,Meråker,63.415312,11.747262
S69,7.91,0.008966954494202888,6.700522741758781e-06,Timber,Berkåk,62.8238946,9.9934341
S70,2.02,0.007686857972688886,4.923982124357558e-06,Timber,Vinjeøra,63.206995,8.997224
S71,9.51,0.00538,8.36e-05,Steel,Dombås,62.073208,9.121031
S72,7.7,0.00334,2.77e-05,Steel,Dombås,62.073208,9.121031
S73,2.04,0.03228303878654373,8.684954944112391e-05,Timber,Berkåk,62.8238946,9.9934341
S74,5.08,0.02708032399607421,6.111199564436271e-05,Timber,Steinkjer,64.024861,11.4891085
S75,2.23,0.02790395185582106,6.488587743099831e-05,Timber,Vinjeøra,63.206995,8.997224
S76,8.17,0.03170870696827401,8.378684146665571e-05,Timber,Berkåk,62.8238946,9.9934341
S77,4.3,0.03034454964308697,7.673264108681414e-05,Timber,Meråker,63.415312,11.747262
S78,3.31,0.03126515730602035,8.145917178084979e-05,Timber,Dombås,62.073208,9.121031
S79,4.07,0.00459,5.79e-05,Steel,Dombås,62.073208,9.121031
S80,3.19,0.00538,8.36e-05,Steel,Namsos,64.4675884,11.501161
S81,7.08,0.00334,2.77e-05,Steel,Namsos,64.4675884,11.501161
S82,3.23,0.00103,1.71e-06,Steel,Dombås,62.073208,9.121031
S83,4.67,0.02080007590426756,3.605359646860767e-05,Timber,Steinkjer,64.024861,11.4891085
S84,1.89,0.02667018558875231,5.927489994487429e-05,Timber,Meråker,63.415312,11.747262
S85,8.25,0.005796370841263812,2.799826244121113e-06,Timber,Berkåk,62.8238946,9.9934341
S86,9.45,0.005749204155893434,2.754445702178528e-06,Timber,Berkåk,62.8238946,9.9934341
S87,6.01,0.00103,1.71e-06,Steel,Namsos,64.4675884,11.501161
S88,6.93,0.00459,5.79e-05,Steel,Meråker,63.415312,11.747262
S89,6.67,0.00459,5.79e-05,Steel,Steinkjer,64.024861,11.4891085
S90,2.08,0.00334,2.77e-05,Steel,Steinkjer,64.024861,11.4891085
S91,2.79,0.00538,8.36e-05,Steel,Steinkjer,64.024861,11.4891085
S92,8.13,0.01124387873594467,1.053540075238573e-05,Timber,Meråker,63.415312,11.747262
S93,7.89,0.0205489839507454,3.518839511733267e-05,Timber,Dombås,62.073208,9.121031
S94,2.5,0.01465477157969005,1.789686083774094e-05,Timber,Steinkjer,64.024861,11.4891085
S95,6.33,0.02449461957613374,4.999886568162617e-05,Timber,Dombås,62.073208,9.121031
S96,6.67,0.00334,2.77e-05,Steel,Steinkjer,64.024861,11.4891085
S97,9.13,0.03491732395450661,0.0001016016260119968,Timber,Berkåk,62.8238946,9.9934341
S98,7.73,0.00164,5.41e-06,Steel,Namsos,64.4675884,11.501161
S99,3.1,0.03824323255904122,0.0001218787363804092,Timber,Dombås,62.073208,9.121031
S100,9.16,0.01707169106447841,2.428688631674933e-05,Timber,Dombås,62.073208,9.121031
S101,2.06,0.00164,5.41e-06,Steel,Berkåk,62.8238946,9.9934341
S102,1.6,0.005524738882886311,2.543561643672991e-06,Timber,Meråker,63.415312,11.747262
S103,1.34,0.00538,8.36e-05,Steel,Meråker,63.415312,11.747262
S104,4.85,0.02497437411614323,5.19766135410904e-05,Timber,Steinkjer,64.024861,11.4891085
S105,3.29,0.00459,5.79e-05,Steel,Meråker,63.415312,11.747262
S106,7.22,0.02806717999138551,6.56472160557359e-05,Timber,Berkåk,62.8238946,9.9934341
S107,7.15,0.00742701157898765,4.596708416201386e-06,Timber,Vinjeøra,63.206995,8.997224
S108,5.89,0.00103,1.71e-06,Steel,Namsos,64.4675884,11.501161
S109,9.67,0.00103,1.71e-06,Steel,Dombås,62.073208,9.121031
S110,5.8,0.01433185141067044,1.711683040479469e-05,Timber,Meråker,63.415312,11.747262
S111,8.7,0.03393311509654965,9.595469167964048e-05,Timber,Namsos,64.4675884,11.501161
S112,8.67,0.02744771084245237,6.278140254090646e-05,Timber,Meråker,63.415312,11.747262
S113,1.35,0.008765786320256912,6.403250817700268e-06,Timber,Berkåk,62.8238946,9.9934341
S114,1.63,0.00103,1.71e-06,Steel,Dombås,62.073208,9.121031
S115,2.19,0.00239,1.32e-05,Steel,Dombås,62.073208,9.121031
S116,8.79,0.00164,5.41e-06,Steel,Namsos,64.4675884,11.501161
S117,4.09,0.00164,5.41e-06,Steel,Dombås,62.073208,9.121031
S118,8.98,0.006337830601002864,3.34734139391736e-06,Timber,Berkåk,62.8238946,9.9934341
S119,2.48,0.03042000483168391,7.711472449663938e-05,Timber,Vinjeøra,63.206995,8.997224
S120,5.01,0.02132294091629751,3.788898410999287e-05,Timber,Vinjeøra,63.206995,8.997224
S121,5.2,0.00239,1.32e-05,Steel,Meråker,63.415312,11.747262
S122,8.65,0.03404267648393633,9.657531851582929e-05,Timber,Dombås,62.073208,9.121031
S123,5.48,0.00164,5.41e-06,Steel,Berkåk,62.8238946,9.9934341
S124,3.57,0.00164,5.41e-06,Steel,Meråker,63.415312,11.747262
S125,7.84,0.00201,8.69e-06,Steel,Berkåk,62.8238946,9.9934341
S126,9.98,0.00334,2.77e-05,Steel,Vinjeøra,63.206995,8.997224
S127,5.4,0.02299760840560648,4.407416603146849e-05,Timber,Berkåk,62.8238946,9.9934341
S128,8.75,0.01691058911410186,2.383066868216504e-05,Timber,Meråker,63.415312,11.747262
S129,1.02,0.009354685046083916,7.29251102595217e-06,Timber,Namsos,64.4675884,11.501161
S130,2.49,0.00164,5.41e-06,Steel,Berkåk,62.8238946,9.9934341
S131,7.56,0.03681765273235747,0.0001129616293933725,Timber,Steinkjer,64.024861,11.4891085
S132,9.37,0.00459,5.79e-05,Steel,Meråker,63.415312,11.747262
S133,4.91,0.01645239448157432,2.255677368144476e-05,Timber,Namsos,64.4675884,11.501161
S134,1.81,0.03542654641350498,0.0001045866825656852,Timber,Dombås,62.073208,9.121031
S135,6.06,0.00459,5.79e-05,Steel,Steinkjer,64.024861,11.4891085
S136,6.01,0.008326951317148284,5.778176519846461e-06,Timber,Namsos,64.4675884,11.501161
S137,8.67,0.03335149260394032,9.269350490922382e-05,Timber,Steinkjer,64.024861,11.4891085
S138,2.17,0.03519682525494047,0.0001032347090022346,Timber,Vinjeøra,63.206995,8.997224
S139,4.46,0.0145565492100488,1.765776040871437e-05,Timber,Berkåk,62.8238946,9.9934341
S140,4.43,0.03911754447935537,0.0001275151905078621,Timber,Meråker,63.415312,11.747262
S141,4.42,0.00201,8.69e-06,Steel,Dombås,62.073208,9.121031
S142,4.09,0.009462387937593172,7.46139879012573e-06,Timber,Steinkjer,64.024861,11.4891085
S143,2.64,0.00201,8.69e-06,Steel,Dombås,62.073208,9.121031
S144,8.92,0.00239,1.32e-05,Steel,Vinjeøra,63.206995,8.997224
S145,8.47,0.00334,2.77e-05,Steel,Meråker,63.415312,11.747262
S146,5.12,0.00334,2.77e-05,Steel,Dombås,62.073208,9.121031
S147,5.47,0.02154945703258618,3.869825819993982e-05,Timber,Namsos,64.4675884,11.501161
S148,7.5,0.00334,2.77e-05,Steel,Namsos,64.4675884,11.501161
S149,9.68,0.004908219233890627,2.007551337327824e-06,Timber,Namsos,64.4675884,11.501161
S150,2.3,0.01394262543315712,1.619973366410999e-05,Timber,Vinjeøra,63.206995,8.997224
S151,3.78,0.01358816982264529,1.538652992742067e-05,Timber,Steinkjer,64.024861,11.4891085
S152,6.18,0.03403391398382126,9.652560842151203e-05,Timber,Steinkjer,64.024861,11.4891085
S153,7.92,0.00459,5.79e-05,Steel,Steinkjer,64.024861,11.4891085
S154,5.71,0.00164,5.41e-06,Steel,Steinkjer,64.024861,11.4891085
S155,5.94,0.00239,1.32e-05,Steel,Steinkjer,64.024861,11.4891085
S156,8.65,0.00334,2.77e-05,Steel,Vinjeøra,63.206995,8.997224
S157,6.05,0.03626506498658277,0.0001095962448734226,Timber,Steinkjer,64.024861,11.4891085
S158,8.21,0.01395550912762915,1.622968625094503e-05,Timber,Vinjeøra,63.206995,8.997224
S159,5.23,0.01660113031991362,2.296646065822961e-05,Timber,Vinjeøra,63.206995,8.997224
S160,5.98,0.00201,8.69e-06,Steel,Steinkjer,64.024861,11.4891085
S161,3.95,0.03738003202279254,0.000116438899502083,Timber,Namsos,64.4675884,11.501161
S162,7.29,0.00201,8.69e-06,Steel,Vinjeøra,63.206995,8.997224
S163,5.08,0.00538,8.36e-05,Steel,Meråker,63.415312,11.747262
S164,7.3,0.00459,5.79e-05,Steel,Steinkjer,64.024861,11.4891085
S165,2.72,0.01769535919074273,2.609381140745026e-05,Timber,Meråker,63.415312,11.747262
S166,2.75,0.00538,8.36e-05,Steel,Meråker,63.415312,11.747262
S167,8.97,0.01644469480383944,2.253566559928533e-05,Timber,Berkåk,62.8238946,9.9934341
S168,6.73,0.00164,5.41e-06,Steel,Steinkjer,64.024861,11.4891085
S169,6.5,0.00201,8.69e-06,Steel,Meråker,63.415312,11.747262
S170,5.06,0.00239,1.32e-05,Steel,Berkåk,62.8238946,9.9934341
S171,9.65,0.006091235036525864,3.091928689183354e-06,Timber,Berkåk,62.8238946,9.9934341
S172,2.69,0.00201,8.69e-06,Steel,Namsos,64.4675884,11.501161
S173,9.8,0.02136232626165117,3.802908194243595e-05,Timber,Namsos,64.4675884,11.501161
S174,4.61,0.03937412610099635,0.0001291934838514301,Timber,Steinkjer,64.024861,11.4891085
S175,7.55,0.00538,8.36e-05,Steel,Meråker,63.415312,11.747262
S176,7.43,0.008742308162319846,6.368996000413684e-06,Timber,Vinjeøra,63.206995,8.997224
S177,9.71,0.00459,5.79e-05,Steel,Namsos,64.4675884,11.501161
S178,6.5,0.01251645890617119,1.305514529582267e-05,Timber,Berkåk,62.8238946,9.9934341
S179,6.32,0.00689780822314833,3.964979856944393e-06,Timber,Meråker,63.415312,11.747262
S180,9.62,0.00239,1.32e-05,Steel,Vinjeøra,63.206995,8.997224
S181,5.95,0.00201,8.69e-06,Steel,Dombås,62.073208,9.121031
S182,3.89,0.00334,2.77e-05,Steel,Namsos,64.4675884,11.501161
S183,6.07,0.01915477265928558,3.057544296907621e-05,Timber,Meråker,63.415312,11.747262
S184,9.42,0.00164,5.41e-06,Steel,Meråker,63.415312,11.747262
S185,9.92,0.0250970351999016,5.248843131875833e-05,Timber,Namsos,64.4675884,11.501161
S186,7.32,0.02076453852457487,3.593050501154614e-05,Timber,Dombås,62.073208,9.121031
S187,6.01,0.00459,5.79e-05,Steel,Namsos,64.4675884,11.501161
S188,5.15,0.01345938174177746,1.509624640590771e-05,Timber,Dombås,62.073208,9.121031
S189,8.94,0.01397731792043254,1.628045135407038e-05,Timber,Berkåk,62.8238946,9.9934341
S190,3.38,0.007702660953708737,4.944248813982433e-06,Timber,Steinkjer,64.024861,11.4891085
S191,8.08,0.00459,5.79e-05,Steel,Vinjeøra,63.206995,8.997224
S192,3.41,0.00201,8.69e-06,Steel,Namsos,64.4675884,11.501161
S193,6.22,0.0331078980125891,9.134440923433343e-05,Timber,Steinkjer,64.024861,11.4891085
S194,3.81,0.02356132424931123,4.626133336509844e-05,Timber,Dombås,62.073208,9.121031
S195,3.44,0.00103,1.71e-06,Steel,Namsos,64.4675884,11.501161
S196,1.34,0.00201,8.69e-06,Steel,Vinjeøra,63.206995,8.997224
S197,4.88,0.01571698379006788,2.05852982881047e-05,Timber,Vinjeøra,63.206995,8.997224
S198,8.3,0.03063444932386783,7.820579044805219e-05,Timber,Steinkjer,64.024861,11.4891085
S199,4.56,0.02861999658649676,6.825868371759052e-05,Timber,Berkåk,62.8238946,9.9934341
S200,1.1,0.01284654472735453,1.375280928599337e-05,Timber,Namsos,64.4675884,11.501161
S201,2.21,0.00164,5.41e-06,Steel,Namsos,64.4675884,11.501161
S202,5.85,0.00239,1.32e-05,Steel,Steinkjer,64.024861,11.4891085
S203,9.16,0.00459,5.79e-05,Steel,Berkåk,62.8238946,9.9934341
S204,4.16,0.00201,8.69e-06,Steel,Dombås,62.073208,9.121031
S205,9.0,0.004861025307607143,1.969130586766427e-06,Timber,Vinjeøra,63.206995,8.997224
S206,4.82,0.00334,2.77e-05,Steel,Vinjeøra,63.206995,8.997224
S207,6.21,0.00239,1.32e-05,Steel,Vinjeøra,63.206995,8.997224
S208,5.96,0.00334,2.77e-05,Steel,Namsos,64.4675884,11.501161
S209,6.84,0.02665675758355991,5.92152270723899e-05,Timber,Steinkjer,64.024861,11.4891085
S210,6.7,0.00164,5.41e-06,Steel,Vinjeøra,63.206995,8.997224
S211,6.18,0.00538,8.36e-05,Steel,Meråker,63.415312,11.747262
S212,7.82,0.03805492318739721,0.0001206814315665585,Timber,Meråker,63.415312,11.747262
S213,7.14,0.00538,8.36e-05,Steel,Meråker,63.415312,11.747262
S214,8.5,0.005738045926655766,2.743764254700902e-06,Timber,Steinkjer,64.024861,11.4891085
S215,4.89,0.00201,8.69e-06,Steel,Meråker,63.415312,11.747262
S216,3.63,0.007571676648104645,4.777523938621099e-06,Timber,Vinjeøra,63.206995,8.997224
S217,3.93,0.00239,1.32e-05,Steel,Berkåk,62.8238946,9.9934341
S218,8.84,0.01412950248733626,1.663690337830346e-05,Timber,Dombås,62.073208,9.121031
S219,2.81,0.03437386099814066,9.846352665995796e-05,Timber,Steinkjer,64.024861,11.4891085
S220,4.89,0.00459,5.79e-05,Steel,Vinjeøra,63.206995,8.997224
S221,2.55,0.03143010265527158,8.232094607674249e-05,Timber,Vinjeøra,63.206995,8.997224
S222,2.43,0.007413982651030419,4.580594895815004e-06,Timber,Dombås,62.073208,9.121031
S223,5.34,0.0225803979361993,4.248953091309281e-05,Timber,Meråker,63.415312,11.747262
S224,2.43,0.00459,5.79e-05,Steel,Berkåk,62.8238946,9.9934341
S225,6.34,0.00164,5.41e-06,Steel,Vinjeøra,63.206995,8.997224
S226,4.39,0.00201,8.69e-06,Steel,Meråker,63.415312,11.747262
S227,9.9,0.00164,5.41e-06,Steel,Vinjeøra,63.206995,8.997224
S228,9.09,0.00459,5.79e-05,Steel,Berkåk,62.8238946,9.9934341
S229,2.4,0.02569845137216805,5.503420024397383e-05,Timber,Vinjeøra,63.206995,8.997224
S230,6.64,0.01653650010314944,2.278798630512177e-05,Timber,Berkåk,62.8238946,9.9934341
S231,9.72,0.00334,2.77e-05,Steel,Dombås,62.073208,9.121031
S232,9.67,0.01938600384247661,3.131809541504315e-05,Timber,Vinjeøra,63.206995,8.997224
S233,8.03,0.03643308637766887,0.0001106141485835567,Timber,Dombås,62.073208,9.121031
S234,7.44,0.03306279108209247,9.109567951150779e-05,Timber,Meråker,63.415312,11.747262
S235,1.56,0.00239,1.32e-05,Steel,Berkåk,62.8238946,9.9934341
S236,8.83,0.00334,2.77e-05,Steel,Meråker,63.415312,11.747262
S237,1.81,0.00201,8.69e-06,Steel,Dombås,62.073208,9.121031
S238,5.95,0.00538,8.36e-05,Steel,Dombås,62.073208,9.121031
S239,7.69,0.008713539198661288,6.3271471138839e-06,Timber,Steinkjer,64.024861,11.4891085
S240,8.61,0.03924708766428937,0.0001283611575107012,Timber,Dombås,62.073208,9.121031
S241,2.09,0.00164,5.41e-06,Steel,Meråker,63.415312,11.747262
S242,1.52,0.02105414889817813,3.69397654855546e-05,Timber,Berkåk,62.8238946,9.9934341
S243,1.14,0.00538,8.36e-05,Steel,Steinkjer,64.024861,11.4891085
S244,1.58,0.02547025107009499,5.406114079780624e-05,Timber,Dombås,62.073208,9.121031
S245,1.41,0.00538,8.36e-05,Steel,Dombås,62.073208,9.121031
S246,3.4,0.00164,5.41e-06,Steel,Namsos,64.4675884,11.501161
S247,9.19,0.00164,5.41e-06,Steel,Dombås,62.073208,9.121031
S248,8.65,0.03769845421329492,0.0001184311208393244,Timber,Berkåk,62.8238946,9.9934341
S249,3.27,0.01058310692827446,9.333512687940908e-06,Timber,Namsos,64.4675884,11.501161
S250,2.31,0.03991644272987215,0.0001327768666839302,Timber,Dombås,62.073208,9.121031
S251,6.52,0.03423358445086423,9.766152536287107e-05,Timber,Namsos,64.4675884,11.501161
S252,6.06,0.00538,8.36e-05,Steel,Berkåk,62.8238946,9.9934341
S253,7.41,0.01512299638792263,1.905875164576009e-05,Timber,Berkåk,62.8238946,9.9934341
S254,2.43,0.01366465451901323,1.556023192699905e-05,Timber,Steinkjer,64.024861,11.4891085
S255,6.47,0.00239,1.32e-05,Steel,Berkåk,62.8238946,9.9934341
S256,7.68,0.00103,1.71e-06,Steel,Vinjeøra,63.206995,8.997224
S257,6.52,0.00164,5.41e-06,Steel,Vinjeøra,63.206995,8.997224
S258,4.06,0.008484382036775342,5.998728212163008e-06,Timber,Dombås,62.073208,9.121031
S259,5.63,0.03846052353042402,0.0001232676558528583,Timber,Dombås,62.073208,9.121031
S260,8.32,0.004913141870379114,2.011580253206032e-06,Timber,Berkåk,62.8238946,9.9934341
S261,3.47,0.006609568229839052,3.640532682074812e-06,Timber,Steinkjer,64.024861,11.4891085
S262,8.37,0.00103,1.71e-06,Steel,Berkåk,62.8238946,9.9934341
S263,9.13,0.00164,5.41e-06,Steel,Namsos,64.4675884,11.501161
S264,4.52,0.00334,2.77e-05,Steel,Steinkjer,64.024861,11.4891085
S265,1.91,0.00164,5.41e-06,Steel,Steinkjer,64.024861,11.4891085
S266,3.12,0.00239,1.32e-05,Steel,Namsos,64.4675884,11.501161
S267,9.07,0.03626904104936009,0.0001096202782200139,Timber,Steinkjer,64.024861,11.4891085
S268,8.22,0.00239,1.32e-05,Steel,Berkåk,62.8238946,9.9934341
S269,4.63,0.00538,8.36e-05,Steel,Namsos,64.4675884,11.501161
S270,2.8,0.00459,5.79e-05,Steel,Meråker,63.415312,11.747262
S271,8.69,0.00239,1.32e-05,Steel,Meråker,63.415312,11.747262
S272,7.46,0.00459,5.79e-05,Steel,Dombås,62.073208,9.121031
S273,9.52,0.01766026455564735,2.599041201462117e-05,Timber,Dombås,62.073208,9.121031
S274,7.17,0.01073996787637034,9.6122424987889e-06,Timber,Vinjeøra,63.206995,8.997224
S275,9.42,0.01164678218973959,1.130396128126962e-05,Timber,Namsos,64.4675884,11.501161
S276,5.6,0.01580928370081066,2.082778759439313e-05,Timber,Namsos,64.4675884,11.501161
S277,4.04,0.005825328809847772,2.827871311903538e-06,Timber,Meråker,63.415312,11.747262
S278,4.81,0.02904996737024333,7.032505035101683e-05,Timber,Dombås,62.073208,9.121031
S279,7.12,0.00103,1.71e-06,Steel,Steinkjer,64.024861,11.4891085
S280,5.09,0.02066587712254301,3.558987310367055e-05,Timber,Berkåk,62.8238946,9.9934341
S281,8.6,0.00538,8.36e-05,Steel,Vinjeøra,63.206995,8.997224
S282,1.05,0.02761428264692847,6.354571717537122e-05,Timber,Meråker,63.415312,11.747262
S283,1.01,0.01028220509361275,8.810311798926329e-06,Timber,Dombås,62.073208,9.121031
S284,7.09,0.005276244524370118,2.319896356745471e-06,Timber,Steinkjer,64.024861,11.4891085
S285,3.63,0.00459,5.79e-05,Steel,Vinjeøra,63.206995,8.997224
S286,8.65,0.03995958193189125,0.0001330640156809608,Timber,Meråker,63.415312,11.747262
S287,7.04,0.02242062867025671,4.189038249746144e-05,Timber,Vinjeøra,63.206995,8.997224
S288,4.9,0.03608266579125206,0.0001084965642169327,Timber,Namsos,64.4675884,11.501161
S289,8.69,0.00201,8.69e-06,Steel,Vinjeøra,63.206995,8.997224
S290,4.99,0.0241408268287247,4.856495999787285e-05,Timber,Vinjeøra,63.206995,8.997224
S291,1.45,0.02178493641701652,3.954862122445438e-05,Timber,Namsos,64.4675884,11.501161
S292,6.14,0.00201,8.69e-06,Steel,Namsos,64.4675884,11.501161
S293,6.54,0.00334,2.77e-05,Steel,Dombås,62.073208,9.121031
S294,3.89,0.00538,8.36e-05,Steel,Vinjeøra,63.206995,8.997224
S295,8.36,0.00103,1.71e-06,Steel,Berkåk,62.8238946,9.9934341
S296,8.07,0.03166147609806279,8.353742239235011e-05,Timber,Vinjeøra,63.206995,8.997224
S297,9.04,0.03768077838398634,0.0001183200883019244,Timber,Meråker,63.415312,11.747262
S298,7.7,0.00334,2.77e-05,Steel,Steinkjer,64.024861,11.4891085
S299,9.02,0.00459,5.79e-05,Steel,Dombås,62.073208,9.121031
S300,3.09,0.03951591240683325,0.0001301256111120431,Timber,Namsos,64.4675884,11.501161
S301,3.8,0.00459,5.79e-05,Steel,Steinkjer,64.024861,11.4891085
S302,5.81,0.0239381929605592,4.775309018474718e-05,Timber,Namsos,64.4675884,11.501161
S303,8.19,0.02723656148755676,6.181919013878835e-05,Timber,Berkåk,62.8238946,9.9934341
S304,8.51,0.00334,2.77e-05,Steel,Berkåk,62.8238946,9.9934341
S305,1.14,0.00239,1.32e-05,Steel,Meråker,63.415312,11.747262
S306,5.66,0.00201,8.69e-06,Steel,Meråker,63.415312,11.747262
S307,6.1,0.004845641698518347,1.956686955868314e-06,Timber,Steinkjer,64.024861,11.4891085
S308,5.62,0.00538,8.36e-05,Steel,Steinkjer,64.024861,11.4891085
S309,9.82,0.00239,1.32e-05,Steel,Meråker,63.415312,11.747262
S310,9.14,0.008051367628148093,5.402043390299254e-06,Timber,Vinjeøra,63.206995,8.997224
S311,9.05,0.00334,2.77e-05,Steel,Steinkjer,64.024861,11.4891085
S312,7.1,0.02432909509930193,4.932540569590643e-05,Timber,Meråker,63.415312,11.747262
S313,6.8,0.00239,1.32e-05,Steel,Berkåk,62.8238946,9.9934341
S314,8.84,0.03818692910592168,0.0001215201295450574,Timber,Steinkjer,64.024861,11.4891085
S315,2.87,0.005926827747123908,2.927273928673155e-06,Timber,Dombås,62.073208,9.121031
S316,7.3,0.01855283662631672,2.868397890689993e-05,Timber,Dombås,62.073208,9.121031
S317,3.91,0.00538,8.36e-05,Steel,Vinjeøra,63.206995,8.997224
